Rank,Camera1_Performance,Camera2_Performance,Camera3_Performance,Camera4_Performance,Camera5_Performance,Camera6_Performance,Camera7_Performance,Camera8_Performance,Camera9_Performance,Camera10_Performance,Camera11_Performance
93,32.35817084356339,36.76193480655312,44.39242109315356,21.74406118563032,35.31123114959584,0.0,0.0,45.088063807054205,0.0,0.0,26.03853074669964
94,58.13894944423772,38.7595557411616,40.21286437618408,36.66708546196112,0.0,35.61640762865657,0.0,51.60445539484413,40.88200243291013,40.422406517131684,0.0
95,59.538505183908285,48.07962255526744,44.872642279246044,25.806413135800604,0.0,37.3631737472352,49.490234826140444,47.495074348969325,35.50413241799084,0.0,0.0
96,46.95488650800388,42.508814995166276,34.34186837794644,19.9993353944428,0.0,52.93300627324764,46.751417391878725,40.36538714965256,47.11880281003796,0.0,0.0
97,43.14558193069457,30.99435810191312,42.81119560072492,21.721841659965165,0.0,52.90558937937324,28.82208003405952,31.087942570915683,34.33513006373704,0.0,0.0
98,42.86648338076768,48.859184520522206,40.80712150612372,27.21729415787576,0.0,44.5208616061392,42.58467687942764,42.623248368658565,45.09865969286364,0.0,0.0
99,31.8117710424896,46.63204804213797,58.54487030580293,42.26304095699256,0.0,35.52899589205533,0.0,40.0491636452126,40.65029462762792,42.392109095093836,0.0
100,52.84688520573009,46.90897903716269,38.7253304213822,50.76759808015604,0.0,0.0,0.0,26.37942712819928,0.0,42.86835955875992,0.0
101,30.15422517101356,52.1733538471608,40.56840847976213,16.19592063660208,0.0,36.47705432005516,30.352267491236915,35.93806029042384,41.6776636689922,0.0,0.0
102,40.110324773015634,20.591749750900917,35.735663029846,37.769755143897875,0.0,0.0,0.0,40.328314275637844,0.0,32.54766861642352,0.0
103,36.284018694165674,21.327862802670683,51.52667034609468,19.46278050739364,0.0,38.80266763989252,47.04315176642188,43.3206185842726,38.28878330447496,0.0,0.0
104,52.23704895130452,40.621856182483164,49.139416694796644,42.95521895444564,0.0,0.0,0.0,26.042547415988043,0.0,30.467000229567244,0.0
105,24.224524190356554,49.70899322889301,35.60925070021684,9.0485253690058,0.0,34.539669639557324,42.14813755408968,21.11975841382584,32.31639688033296,0.0,0.0
106,42.20729482081176,33.2965950408266,45.538462728674475,38.096929680960315,0.0,0.0,0.0,54.683149704694124,0.0,40.02622641299856,0.0
107,47.94350190389468,47.171725755476565,39.943416154141076,35.4041239722978,0.0,31.360200430706044,0.0,46.93374223824024,39.397590255462404,49.42637917042831,0.0
108,53.593823429335444,52.78192428829189,50.0137722032742,25.76634880176008,48.46733300455897,46.37926110932792,0.0,44.31002266305304,36.684178551699084,0.0,46.870260537319396
109,35.001185552694444,27.746385469964117,40.407669225977045,31.204496033413598,0.0,47.651882056194324,0.0,48.906568672465326,23.7666742025546,35.18249414363456,0.0
